date,value
2020-01-01,25.24074935913086
2020-01-08,25.778003692626953
2020-01-15,24.982261657714844
2020-01-22,24.673086166381836
2020-01-29,25.864166259765625
2020-02-05,26.487581253051758
2020-02-12,26.74607276916504
2020-02-19,23.426254272460938
2020-02-26,21.175874710083008
2020-03-04,19.837810516357422
2020-03-11,15.874302864074707
2020-03-18,19.690826416015625
2020-03-25,20.045616149902344
2020-04-01,19.447542190551758
2020-04-08,20.952863693237305
2020-04-15,18.95590591430664
2020-04-22,20.69944190979004
2020-04-29,20.3699951171875
2020-05-06,21.41408920288086
2020-05-13,22.321338653564453
2020-05-20,22.534212112426758
2020-05-27,24.91130256652832
2020-06-03,25.357324600219727
2020-06-10,24.166244506835938
2020-06-17,24.84034538269043
2020-06-24,27.84592056274414
2020-07-01,26.837303161621094
2020-07-08,26.609224319458008
2020-07-15,30.947795867919922
2020-07-22,30.091232299804688
2020-07-29,30.57273292541504
2020-08-05,31.19108009338379
2020-08-12,30.420679092407227
2020-08-19,30.734920501708984
2020-08-26,33.639129638671875
2020-09-02,32.513938903808594
2020-09-09,34.009124755859375
2020-09-16,33.60871887207031
2020-09-23,34.66801834106445
2020-09-30,34.20172119140625
2020-10-07,35.737457275390625
2020-10-14,35.179927825927734
2020-10-21,32.219970703125
2020-10-28,31.297515869140625
2020-11-04,32.74708557128906
2020-11-11,34.39432144165039
2020-11-18,35.64622497558594
2020-11-25,35.742523193359375
2020-12-02,36.426761627197266
2020-12-09,37.37455749511719
2020-12-16,36.86264419555664
2020-12-23,36.23923110961914
2020-12-30,37.23263931274414
2021-01-06,38.900150299072266
2021-01-13,37.94221878051758
2021-01-20,38.5402946472168
2021-01-27,39.1130256652832
2021-02-03,40.33958435058594
2021-02-10,40.26355743408203
2021-02-17,40.83122253417969
2021-02-24,41.92093276977539
2021-03-03,43.836795806884766
2021-03-10,45.14951705932617
2021-03-17,43.461734771728516
2021-03-24,44.90116500854492
2021-03-31,45.352256774902344
2021-04-07,46.89812469482422
2021-04-14,51.434364318847656
2021-04-21,51.04409408569336
2021-04-28,48.92042541503906
2021-05-05,49.579322814941406
2021-05-12,49.746578216552734
2021-05-19,50.435882568359375
2021-05-26,52.12873840332031
2021-06-02,52.665992736816406
2021-06-09,52.13380432128906
2021-06-16,50.56259536743164
2021-06-23,51.79928970336914
2021-06-30,49.85808563232422
2021-07-07,47.521541595458984
2021-07-14,48.33755874633789
2021-07-21,48.70755386352539
2021-07-28,49.88849639892578
2021-08-04,49.883426666259766
2021-08-11,49.579322814941406
2021-08-18,51.05929946899414
2021-08-25,49.39685821533203
2021-09-01,48.66193771362305
2021-09-08,49.386722564697266
2021-09-15,50.3497200012207
2021-09-22,53.36543273925781
2021-09-29,53.68981170654297
2021-10-06,52.584896087646484
2021-10-13,56.163204193115234
2021-10-20,55.85909652709961
2021-10-27,54.61000061035156
2021-11-03,56.08000183105469
2021-11-10,56.70000076293945
2021-11-17,54.66999816894531
2021-11-24,56.470001220703125
2021-12-01,58.90999984741211
2021-12-08,54.630001068115234
2021-12-15,55.45000076293945
2021-12-22,56.95000076293945
2021-12-29,58.4900016784668
2022-01-05,60.25
2022-01-12,59.47999954223633
2022-01-19,55.439998626708984
2022-01-26,58.56999969482422
2022-02-02,59.95000076293945
2022-02-09,59.81999969482422
2022-02-16,57.130001068115234
2022-02-23,49.880001068115234
2022-03-02,50.2400016784668
2022-03-09,52.08000183105469
2022-03-16,52.9900016784668
2022-03-23,55.029998779296875
2022-03-30,48.65999984741211
2022-04-06,47.099998474121094
2022-04-13,47.9900016784668
2022-04-20,46.5099983215332
2022-04-27,47.849998474121094
2022-05-04,45.5
2022-05-11,46.61000061035156
2022-05-18,40.880001068115234
2022-05-25,49.939998626708984
2022-06-01,51.150001525878906
2022-06-08,47.349998474121094
2022-06-15,49.22999954223633
2022-06-22,48.939998626708984
2022-06-29,43.13999938964844
2022-07-06,43.04999923706055
2022-07-13,44.040000915527344
2022-07-20,43.43000030517578
2022-07-27,44.2599983215332
2022-08-03,45.09000015258789
2022-08-10,48.59000015258789
2022-08-17,46.939998626708984
2022-08-24,39.689998626708984
2022-08-31,37.290000915527344
2022-09-07,38.29999923706055
2022-09-14,36.95000076293945
2022-09-21,34.720001220703125
2022-09-28,37.459999084472656
2022-10-05,33.869998931884766
2022-10-12,34.560001373291016
2022-10-19,37.7400016784668
2022-10-26,39.150001525878906
2022-11-02,40.41999816894531
2022-11-09,42.349998474121094
2022-11-16,43.849998474121094
2022-11-23,43.52000045776367
2022-11-30,42.470001220703125
2022-12-07,42.849998474121094
2022-12-14,38.95000076293945
2022-12-21,39.40999984741211
2022-12-28,40.900001525878906
2023-01-04,42.4900016784668
2023-01-11,40.029998779296875
2023-01-18,40.59000015258789
2023-01-25,40.619998931884766
2023-02-01,41.9900016784668
2023-02-08,43.029998779296875
2023-02-15,41.88999938964844
2023-02-22,40.63999938964844
2023-03-01,38.0
2023-03-08,37.54999923706055
2023-03-15,39.150001525878906
2023-03-22,38.310001373291016
2023-03-29,40.869998931884766
