date,value
2020-01-01,74.59750366210938
2020-01-08,78.16999816894531
2020-01-15,79.14250183105469
2020-01-22,79.42250061035156
2020-01-29,79.7125015258789
2020-02-05,79.90249633789062
2020-02-12,79.75
2020-02-19,72.0199966430664
2020-02-26,72.33000183105469
2020-03-04,71.33499908447266
2020-03-11,63.21500015258789
2020-03-18,61.720001220703125
2020-03-25,63.5724983215332
2020-04-01,64.85749816894531
2020-04-08,71.76249694824219
2020-04-15,67.09249877929688
2020-04-22,69.6449966430664
2020-04-29,74.38999938964844
2020-05-06,77.85250091552734
2020-05-13,78.28500366210938
2020-05-20,79.18250274658203
2020-05-27,80.83499908447266
2020-06-03,85.99749755859375
2020-06-10,88.0199966430664
2020-06-17,91.63249969482422
2020-06-24,91.19999694824219
2020-07-01,93.17250061035156
2020-07-08,97.05750274658203
2020-07-15,97.0
2020-07-22,93.25250244140625
2020-07-29,109.66500091552734
2020-08-05,109.375
2020-08-12,115.5625
2020-08-19,124.82499694824219
2020-08-26,134.17999267578125
2020-09-02,112.81999969482422
2020-09-09,115.54000091552734
2020-09-16,111.80999755859375
2020-09-23,114.08999633789062
2020-09-30,113.16000366210938
2020-10-07,121.0999984741211
2020-10-14,117.51000213623047
2020-10-21,116.5999984741211
2020-10-28,110.44000244140625
2020-11-04,115.97000122070312
2020-11-11,119.38999938964844
2020-11-18,115.16999816894531
2020-11-25,122.72000122070312
2020-12-02,124.37999725341797
2020-12-09,127.87999725341797
2020-12-16,131.8800048828125
2020-12-23,134.8699951171875
2020-12-30,131.00999450683594
2021-01-06,128.8000030517578
2021-01-13,127.83000183105469
2021-01-20,143.16000366210938
2021-01-27,134.99000549316406
2021-02-03,136.00999450683594
2021-02-10,133.19000244140625
2021-02-17,125.86000061035156
2021-02-24,125.12000274658203
2021-03-03,121.08999633789062
2021-03-10,125.56999969482422
2021-03-17,122.54000091552734
2021-03-24,119.9000015258789
2021-03-31,126.20999908447266
2021-04-07,134.42999267578125
2021-04-14,133.11000061035156
2021-04-21,134.38999938964844
2021-04-28,127.8499984741211
2021-05-05,125.91000366210938
2021-05-12,124.8499984741211
2021-05-19,126.9000015258789
2021-05-26,124.27999877929688
2021-06-02,126.73999786376953
2021-06-09,129.63999938964844
2021-06-16,133.97999572753906
2021-06-23,136.3300018310547
2021-06-30,142.02000427246094
2021-07-07,145.63999938964844
2021-07-14,146.14999389648438
2021-07-21,146.77000427246094
2021-07-28,147.36000061035156
2021-08-04,145.60000610351562
2021-08-11,150.19000244140625
2021-08-18,149.6199951171875
2021-08-25,151.8300018310547
2021-09-01,156.69000244140625
2021-09-08,148.1199951171875
2021-09-15,143.42999267578125
2021-09-22,141.91000366210938
2021-09-29,141.11000061035156
2021-10-06,141.50999450683594
2021-10-13,148.75999450683594
2021-10-20,149.32000732421875
2021-10-27,150.02000427246094
2021-11-03,150.80999755859375
2021-11-10,151.0
2021-11-17,161.41000366210938
2021-11-24,165.3000030517578
2021-12-01,171.17999267578125
2021-12-08,174.3300018310547
2021-12-15,172.99000549316406
2021-12-22,179.2899932861328
2021-12-29,179.6999969482422
2022-01-05,175.0800018310547
2022-01-12,169.8000030517578
2022-01-19,159.77999877929688
2022-01-26,174.61000061035156
2022-02-02,174.8300018310547
2022-02-09,172.7899932861328
2022-02-16,164.32000732421875
2022-02-23,163.1999969482422
2022-03-02,157.44000244140625
2022-03-09,155.08999633789062
2022-03-16,168.82000732421875
2022-03-23,178.9600067138672
2022-03-30,175.05999755859375
2022-04-06,167.66000366210938
2022-04-13,167.39999389648438
2022-04-20,156.8000030517578
2022-04-27,159.47999572753906
2022-05-04,154.50999450683594
2022-05-11,149.24000549316406
2022-05-18,140.36000061035156
2022-05-25,148.83999633789062
2022-06-01,148.7100067138672
2022-06-08,132.75999450683594
2022-06-15,135.8699951171875
2022-06-22,137.44000244140625
2022-06-29,141.55999755859375
2022-07-06,145.86000061035156
2022-07-13,151.0
2022-07-20,151.60000610351562
2022-07-27,160.00999450683594
2022-08-03,164.9199981689453
2022-08-10,173.02999877929688
2022-08-17,167.22999572753906
2022-08-24,158.91000366210938
2022-08-31,154.52999877929688
2022-09-07,153.83999633789062
2022-09-14,156.89999389648438
2022-09-21,151.75999450683594
2022-09-28,146.10000610351562
2022-10-05,138.97999572753906
2022-10-12,143.75
2022-10-19,152.33999633789062
2022-10-26,150.64999389648438
2022-11-02,139.5
2022-11-09,150.0399932861328
2022-11-16,150.17999267578125
2022-11-23,141.1699981689453
2022-11-30,142.91000366210938
2022-12-07,145.47000122070312
2022-12-14,132.3000030517578
2022-12-21,130.02999877929688
2022-12-28,125.06999969482422
2023-01-04,130.72999572753906
2023-01-11,135.94000244140625
2023-01-18,142.52999877929688
2023-01-25,144.2899932861328
2023-02-01,154.64999389648438
2023-02-08,153.1999969482422
2023-02-15,148.47999572753906
2023-02-22,147.41000366210938
2023-03-01,151.60000610351562
2023-03-08,152.58999633789062
2023-03-15,159.27999877929688
2023-03-22,157.64999389648438
2023-03-29,165.6300048828125
2023-04-05,160.8000030517578
2023-04-12,166.47000122070312
2023-04-19,163.77000427246094
2023-04-26,168.5399932861328
2023-05-03,171.77000427246094
2023-05-10,172.07000732421875
2023-05-17,171.55999755859375
2023-05-24,177.3000030517578
2023-05-31,179.2100067138672
2023-06-07,183.30999755859375
2023-06-14,185.00999450683594
2023-06-21,188.05999755859375
2023-06-28,192.4600067138672
2023-07-05,188.0800018310547
2023-07-12,193.72999572753906
2023-07-19,193.6199951171875
2023-07-26,195.61000061035156
2023-08-02,179.8000030517578
2023-08-09,177.4499969482422
2023-08-16,177.22999572753906
2023-08-23,184.1199951171875
2023-08-30,189.6999969482422
2023-09-06,176.3000030517578
2023-09-13,179.07000732421875
2023-09-20,171.9600067138672
2023-09-27,172.39999389648438
2023-10-04,178.38999938964844
2023-10-11,177.14999389648438
2023-10-18,173.44000244140625
2023-10-25,170.77000427246094
2023-11-01,181.82000732421875
2023-11-08,187.44000244140625
2023-11-15,190.63999938964844
2023-11-22,190.39999389648438
2023-11-29,193.4199981689453
2023-12-06,194.7100067138672
2023-12-13,196.94000244140625
2023-12-20,193.0500030517578
2023-12-27,185.63999938964844
2024-01-03,185.13999938964844
2024-01-10,183.6300048828125
2024-01-17,195.17999267578125
2024-01-24,188.0399932861328
2024-01-31,189.3000030517578
2024-02-07,185.0399932861328
2024-02-14,181.55999755859375
2024-02-21,182.6300048828125
2024-02-28,170.1199951171875
2024-03-06,173.22999572753906
2024-03-13,176.0800018310547
2024-03-20,169.7100067138672
2024-03-27,168.83999633789062
2024-04-03,169.6699981689453
2024-04-10,169.3800048828125
2024-04-17,166.89999389648438
2024-04-24,170.3300018310547
2024-05-01,182.39999389648438
2024-05-08,187.42999267578125
2024-05-15,192.35000610351562
2024-05-22,189.99000549316406
2024-05-29,194.35000610351562
2024-06-05,207.14999389648438
2024-06-12,214.2899932861328
2024-06-19,209.07000732421875
2024-06-26,220.27000427246094
2024-07-03,228.67999267578125
2024-07-10,234.82000732421875
2024-07-17,225.00999450683594
2024-07-24,218.8000030517578
2024-07-31,207.22999572753906
2024-08-07,221.27000427246094
2024-08-14,226.50999450683594
2024-08-21,228.02999877929688
2024-08-28,222.77000427246094
2024-09-04,220.11000061035156
2024-09-11,216.7899932861328
2024-09-18,227.3699951171875
2024-09-25,226.2100067138672
2024-10-02,225.77000427246094
2024-10-09,233.85000610351562
2024-10-16,235.86000061035156
2024-10-23,233.6699981689453
2024-10-30,223.4499969482422
2024-11-06,224.22999572753906
2024-11-13,228.27999877929688
2024-11-20,235.05999755859375
2024-11-27,242.64999389648438
2024-12-04,247.77000427246094
2024-12-11,253.47999572753906
2024-12-18,258.20001220703125
2024-12-25,250.4199981689453
2025-01-01,242.2100067138672
2025-01-08,233.27999877929688
2025-01-15,222.63999938964844
2025-01-22,238.25999450683594
2025-01-29,232.8000030517578
2025-02-05,232.6199951171875
2025-02-12,244.47000122070312
2025-02-19,247.0399932861328
2025-02-26,235.92999267578125
2025-03-05,220.83999633789062
2025-03-12,212.69000244140625
2025-03-19,223.75
2025-03-26,223.19000244140625
2025-04-02,172.4199981689453
2025-04-09,202.13999938964844
2025-04-16,199.74000549316406
2025-04-23,211.2100067138672
2025-04-30,198.50999450683594
2025-05-07,212.92999267578125
2025-05-14,206.86000061035156
2025-05-21,200.2100067138672
2025-05-28,203.27000427246094
2025-06-04,202.6699981689453
2025-06-11,195.63999938964844
2025-06-18,200.3000030517578
2025-06-25,207.82000732421875
2025-07-02,210.00999450683594
2025-07-09,209.11000061035156
2025-07-16,214.39999389648438
2025-07-23,211.27000427246094
2025-07-30,202.9199981689453
2025-08-06,229.64999389648438
2025-08-13,230.55999755859375
2025-08-20,229.30999755859375
2025-08-27,229.72000122070312
2025-09-03,234.35000610351562
2025-09-10,238.14999389648438
2025-09-17,254.42999267578125
2025-09-24,254.6300048828125
2025-10-01,256.4800109863281
2025-10-08,247.77000427246094
2025-10-15,262.7699890136719
2025-10-22,269.0
2025-10-29,270.0400085449219
2025-11-05,275.25
2025-11-12,267.44000244140625
2025-11-19,276.9700012207031
2025-11-26,286.19000244140625
2025-12-03,277.17999267578125
2025-12-10,274.6099853515625
2025-12-17,272.3599853515625
2025-12-24,273.0799865722656
