signal_time,fill_time,signal_close,weekly_high,points_lost,fill_price,buy_trade_shares,buy_trade_value,buy_fee_usd,sell_shares,sell_value,sell_fee_usd,skipped,cash_usd,total_shares,equity_usd
2024-02-05,2024-02-06,174.22999572753906,177.66000366210938,3.4300079345703125,167.8800048828125,0.0,0.0,0.0,0.0,0.0,0.0,False,9651.603064209085,3.0,10174.293051391702
2024-02-06,2024-02-07,167.8800048828125,177.66000366210938,9.779998779296875,170.94000244140625,6.0,1026.1528346557616,1.0261528346557616,0.0,0.0,0.0,False,8624.424076718667,9.0,10135.34412066398
2024-02-07,2024-02-08,170.94000244140625,177.66000366210938,6.720001220703125,169.35000610351562,0.0,0.0,0.0,0.0,0.0,0.0,False,8624.424076718667,9.0,10162.884098691324
2024-02-08,2024-02-09,169.35000610351562,177.66000366210938,8.30999755859375,172.47999572753906,0.0,0.0,0.0,0.0,0.0,0.0,False,8624.424076718667,9.0,10148.574131650308
2024-02-09,2024-02-12,172.47999572753906,174.22999572753906,1.75,171.91000366210938,0.0,0.0,0.0,0.0,0.0,0.0,False,8624.424076718667,9.0,10176.744038266519
2024-02-12,2024-02-13,171.91000366210938,172.47999572753906,0.5699920654296875,171.5399932861328,0.0,0.0,0.0,0.0,0.0,0.0,False,8624.424076718667,9.0,10171.614109677652
2024-02-13,2024-02-14,171.5399932861328,172.47999572753906,0.94000244140625,178.6999969482422,0.0,0.0,0.0,0.0,0.0,0.0,False,8624.424076718667,9.0,10168.284016293863
2024-02-14,2024-02-15,178.6999969482422,178.6999969482422,0.0,176.75999450683594,0.0,0.0,0.0,6.0,1060.0296870574953,1.0600296870574952,False,9683.393734089106,3.0,10219.493724933833
2024-02-15,2024-02-16,176.75999450683594,178.6999969482422,1.94000244140625,173.8699951171875,0.0,0.0,0.0,0.0,0.0,0.0,False,9683.393734089106,3.0,10213.673717609614
2024-02-16,2024-02-20,173.8699951171875,178.6999969482422,4.8300018310546875,165.69000244140625,1.0,165.77284744262695,0.16577284744262696,0.0,0.0,0.0,False,9517.455113799037,4.0,10212.935094267787
2024-02-20,2024-02-21,165.69000244140625,178.6999969482422,13.009994506835938,164.2899932861328,9.0,1479.3492445449829,1.479349244544983,0.0,0.0,0.0,False,8036.626520009509,13.0,10190.596551747789
2024-02-21,2024-02-22,164.2899932861328,178.6999969482422,14.410003662109375,181.86000061035156,1.0,181.95093061065674,0.18195093061065676,0.0,0.0,0.0,False,7854.493638468241,14.0,10154.5535444741
2024-02-22,2024-02-23,181.86000061035156,181.86000061035156,0.0,176.52000427246094,0.0,0.0,0.0,13.0,2293.6126755142213,3.528634885406494,False,10144.577679097056,1.0,10326.437679707407
2024-02-23,2024-02-26,176.52000427246094,181.86000061035156,5.339996337890625,176.00999450683594,4.0,704.3919980163574,0.7043919980163574,0.0,0.0,0.0,False,9439.481289082682,5.0,10322.081310444986
2024-02-26,2024-02-27,176.00999450683594,181.86000061035156,5.850006103515625,178.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9439.481289082682,5.0,10319.531261616861
2024-02-27,2024-02-28,178.0,181.86000061035156,3.8600006103515625,176.5399932861328,0.0,0.0,0.0,0.0,0.0,0.0,False,9439.481289082682,5.0,10329.481289082682
2024-02-28,2024-02-29,176.5399932861328,181.86000061035156,5.32000732421875,192.52999877929688,0.0,0.0,0.0,0.0,0.0,0.0,False,9439.481289082682,5.0,10322.181255513346
