signal_time,fill_time,prev_close,signal_close,points_down_24h,fill_close_raw,buy_shares,buy_value_usd,buy_fee_usd,sell_shares,sell_value_usd,sell_fee_usd,skipped,cash_usd,total_shares,equity_usd
2024-01-03,2024-01-04,28.545000076293945,28.06399917602539,0.0,28.8799991607666,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-04,2024-01-05,28.06399917602539,28.8799991607666,0.0,29.21299934387207,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-05,2024-01-08,28.8799991607666,29.21299934387207,0.0,32.02799987792969,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-08,2024-01-09,29.21299934387207,32.02799987792969,0.0,34.37300109863281,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-09,2024-01-10,32.02799987792969,34.37300109863281,0.0,34.237998962402344,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-10,2024-01-11,34.37300109863281,34.237998962402344,0.0,34.33100128173828,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-11,2024-01-12,34.237998962402344,34.33100128173828,0.0,33.95600128173828,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-12,2024-01-16,34.33100128173828,33.95600128173828,0.0,32.63100051879883,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2024-01-16,2024-01-17,33.95600128173828,32.63100051879883,1.0,31.822999954223633,0.031408108956189285,1.0,0.001,0.0,0.0,0.0,False,9998.999,0.031408108956189285,10000.023878019643
2024-01-17,2024-01-18,32.63100051879883,31.822999954223633,0.0,31.143999099731445,0.0,0.0,0.0,0.0,0.0,0.0,False,9998.999,0.031408108956189285,9999.998500249874
2024-01-18,2024-01-19,31.822999954223633,31.143999099731445,0.0,42.33599853515625,0.0,0.0,0.0,0.0,0.0,0.0,False,9998.999,0.031408108956189285,9999.977174117055
2024-01-19,2024-01-22,31.143999099731445,42.33599853515625,0.0,43.624000549316406,0.0,0.0,0.0,0.022934628588086713,1.0,0.001,False,9999.998,0.008473480368102571,10000.35673325245
