signal_time,fill_time,signal_close,weekly_high,points_lost,fill_price,buy_trade_shares,buy_trade_value,buy_fee_usd,sell_shares,sell_value,sell_fee_usd,skipped,cash_usd,total_shares,equity_usd
2024-01-22,2024-01-23,193.88999938964844,193.88999938964844,0.0,195.17999267578125,0.0,0.0,0.0,0.0,0.0,0.0,False,10027.563157577766,0.0,10027.563157577766
2024-01-23,2024-01-24,195.17999267578125,195.17999267578125,0.0,194.5,0.0,0.0,0.0,0.0,0.0,0.0,False,10027.563157577766,0.0,10027.563157577766
2024-01-24,2024-01-25,194.5,195.17999267578125,0.67999267578125,194.1699981689453,0.0,0.0,0.0,0.0,0.0,0.0,False,10027.563157577766,0.0,10027.563157577766
2024-01-25,2024-01-26,194.1699981689453,195.17999267578125,1.0099945068359375,192.4199981689453,1.0,192.51620816802978,0.19251620816802978,0.0,0.0,0.0,False,9834.854433201568,1.0,10029.024431370513
2024-01-26,2024-01-29,192.4199981689453,195.17999267578125,2.7599945068359375,191.72999572753906,1.0,191.82586072540283,0.19182586072540284,0.0,0.0,0.0,False,9642.83674661544,2.0,10027.67674295333
2024-01-29,2024-01-30,191.72999572753906,195.17999267578125,3.4499969482421875,188.0399932861328,1.0,188.13401328277587,0.18813401328277587,0.0,0.0,0.0,False,9454.51459931938,3.0,10029.704586501997
2024-01-30,2024-01-31,188.0399932861328,194.5,6.4600067138671875,184.39999389648438,3.0,553.4765816802978,0.5534765816802979,0.0,0.0,0.0,False,8900.484541057402,6.0,10028.724500774199
2024-01-31,2024-02-01,184.39999389648438,194.1699981689453,9.770004272460938,186.86000061035156,3.0,560.8602918319702,0.5608602918319703,0.0,0.0,0.0,False,8339.063388933599,9.0,9998.663334001958
2024-02-01,2024-02-02,186.86000061035156,192.4199981689453,5.55999755859375,185.85000610351562,0.0,0.0,0.0,3.0,557.2712433013916,0.5572712433013916,False,8895.77736099169,6.0,10016.937364653799
2024-02-02,2024-02-05,185.85000610351562,191.72999572753906,5.8799896240234375,187.67999267578125,0.0,0.0,0.0,0.0,0.0,0.0,False,8895.77736099169,6.0,10010.877397612783
2024-02-05,2024-02-06,187.67999267578125,188.0399932861328,0.3600006103515625,189.3000030517578,0.0,0.0,0.0,0.0,0.0,0.0,False,8895.77736099169,6.0,10021.857317046377
2024-02-06,2024-02-07,189.3000030517578,189.3000030517578,0.0,189.41000366210938,0.0,0.0,0.0,3.0,567.945895980835,0.567945895980835,False,9463.155311076544,3.0,10031.055320231817
2024-02-07,2024-02-08,189.41000366210938,189.41000366210938,0.0,188.32000732421875,0.0,0.0,0.0,0.0,0.0,0.0,False,9463.155311076544,3.0,10031.385322062872
2024-02-08,2024-02-09,188.32000732421875,189.41000366210938,1.089996337890625,188.85000610351562,0.0,0.0,0.0,0.0,0.0,0.0,False,9463.155311076544,3.0,10028.1153330492
2024-02-09,2024-02-12,188.85000610351562,189.41000366210938,0.55999755859375,187.14999389648438,0.0,0.0,0.0,0.0,0.0,0.0,False,9463.155311076544,3.0,10029.70532938709
2024-02-12,2024-02-13,187.14999389648438,189.41000366210938,2.260009765625,185.0399932861328,0.0,0.0,0.0,0.0,0.0,0.0,False,9463.155311076544,3.0,10024.605292765997
2024-02-13,2024-02-14,185.0399932861328,189.41000366210938,4.3700103759765625,184.14999389648438,1.0,184.24206889343262,0.18424206889343261,0.0,0.0,0.0,False,9278.729000114217,4.0,10018.888973258749
2024-02-14,2024-02-15,184.14999389648438,188.85000610351562,4.70001220703125,183.86000061035156,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10015.328975700155
2024-02-15,2024-02-16,183.86000061035156,188.85000610351562,4.9900054931640625,182.30999755859375,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10014.169002555624
2024-02-16,2024-02-20,182.30999755859375,187.14999389648438,4.839996337890625,181.55999755859375,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10007.968990348592
2024-02-20,2024-02-21,181.55999755859375,185.0399932861328,3.4799957275390625,182.32000732421875,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10004.968990348592
2024-02-21,2024-02-22,182.32000732421875,184.14999389648438,1.829986572265625,184.3699951171875,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10008.009029411092
2024-02-22,2024-02-23,184.3699951171875,184.3699951171875,0.0,182.52000427246094,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10016.208980582967
2024-02-23,2024-02-26,182.52000427246094,184.3699951171875,1.8499908447265625,181.16000366210938,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10008.809017204061
2024-02-26,2024-02-27,181.16000366210938,184.3699951171875,3.209991455078125,182.6300048828125,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10003.369014762655
2024-02-27,2024-02-28,182.6300048828125,184.3699951171875,1.739990234375,181.4199981689453,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10009.249019645467
2024-02-28,2024-02-29,181.4199981689453,184.3699951171875,2.9499969482421875,180.75,0.0,0.0,0.0,0.0,0.0,0.0,False,9278.729000114217,4.0,10004.408992789999
