signal_time,fill_time,prev_close,signal_close,points_down_24h,fill_close_raw,buy_shares,buy_value_usd,buy_fee_usd,sell_shares,sell_value_usd,sell_fee_usd,skipped,cash_usd,total_shares,equity_usd
2025-01-03,2025-01-06,128.1999969482422,141.0800018310547,0.0,147.41000366210938,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2025-01-06,2025-01-07,141.0800018310547,147.41000366210938,0.0,144.3800048828125,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2025-01-07,2025-01-08,147.41000366210938,144.3800048828125,3.0,145.1999969482422,0.020650832043020147,3.0,0.003,0.0,0.0,0.0,False,9996.997,0.020650832043020147,9999.978567231205
2025-01-08,2025-01-10,144.3800048828125,145.1999969482422,0.0,140.49000549316406,0.0,0.0,0.0,0.0,0.0,0.0,False,9996.997,0.020650832043020147,9999.995500749625
2025-01-10,2025-01-13,145.1999969482422,140.49000549316406,4.0,137.07000732421875,0.029167584342821053,4.0,0.004,0.0,0.0,0.0,False,9992.992999999999,0.0498184163858412,9999.991989591706
2025-01-13,2025-01-14,140.49000549316406,137.07000732421875,3.0,140.05999755859375,0.021408687718781176,3.0,0.003,0.0,0.0,0.0,False,9989.989999999998,0.07122710410462238,9999.753099681302
2025-01-14,2025-01-15,137.07000732421875,140.05999755859375,0.0,147.39999389648438,0.0,0.0,0.0,0.006787654623837303,1.0,0.001,False,9990.988999999998,0.06443944948078507,10000.014389136953
2025-01-15,2025-01-16,140.05999755859375,147.39999389648438,0.0,147.52000427246094,0.0,0.0,0.0,0.04747492914886563,7.0,0.007,False,9997.981999999998,0.016964520331919447,10000.48257019338
2025-01-16,2025-01-17,147.39999389648438,147.52000427246094,0.0,149.25999450683594,0.0,0.0,0.0,0.006703070393582525,1.0,0.001,False,9998.980999999998,0.010261449938336921,10000.494769138742
2025-01-17,2025-01-21,147.52000427246094,149.25999450683594,0.0,155.1999969482422,0.0,0.0,0.0,0.006446522356947728,0.9999999999999999,0.0009999999999999998,False,9999.979999999998,0.003814927581389193,10000.54941606984
2025-01-21,2025-01-22,149.25999450683594,155.1999969482422,0.0,179.92999267578125,0.0,0.0,0.0,0.0,0.0,0.0,False,9999.979999999998,0.003814927581389193,10000.572076748987
2025-01-22,2025-01-23,155.1999969482422,179.92999267578125,0.0,166.55999755859375,0.0,0.0,0.0,0.0,0.0,0.0,False,9999.979999999998,0.003814927581389193,10000.666419891775
2025-01-23,2025-01-24,179.92999267578125,166.55999755859375,13.0,162.52000427246094,0.07995017786605833,13.0,0.013000000000000001,0.0,0.0,0.0,False,9986.966999999997,0.08376510544744753,10000.918915758819
2025-01-24,2025-01-27,166.55999755859375,162.52000427246094,4.0,145.9600067138672,0.027391071633325798,4.0,0.004,0.0,0.0,0.0,False,9982.962999999996,0.11115617708077333,10001.028102374074
2025-01-27,2025-01-28,162.52000427246094,145.9600067138672,16.0,149.47000122070312,0.1069913953796499,16.0,0.016,0.0,0.0,0.0,False,9966.946999999996,0.2181475724604232,9998.787821140933
2025-01-28,2025-01-29,145.9600067138672,149.47000122070312,0.0,147.60000610351562,0.0,0.0,0.0,0.013556913397732333,2.0,0.002,False,9968.944999999996,0.2045906590626909,9999.52516605984
2025-01-29,2025-01-30,149.47000122070312,147.60000610351562,1.0,153.22999572753906,0.006522875923407916,1.0,0.001,0.0,0.0,0.0,False,9967.943999999996,0.2111135349860988,9999.104359052479
2025-01-30,2025-01-31,147.60000610351562,153.22999572753906,0.0,159.5500030517578,0.0,0.0,0.0,0.025083051858056097,4.0,0.004,False,9971.939999999995,0.1860304831280427,10000.445450134897
2025-01-31,2025-02-03,153.22999572753906,159.5500030517578,0.0,155.64999389648438,0.0,0.0,0.0,0.06427884930020936,10.0,0.01,False,9981.929999999995,0.12175163382783336,10001.355473548781
