signal_time,fill_time,prev_close,signal_close,points_down_24h,fill_close_raw,buy_shares,buy_value_usd,buy_fee_usd,sell_shares,sell_value_usd,sell_fee_usd,skipped,cash_usd,total_shares,equity_usd
2025-01-03,2025-01-06,379.2799987792969,410.44000244140625,0.0,411.04998779296875,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2025-01-06,2025-01-07,410.44000244140625,411.04998779296875,0.0,394.3599853515625,0.0,0.0,0.0,0.0,0.0,0.0,False,10000.0,0.0,10000.0
2025-01-07,2025-01-08,411.04998779296875,394.3599853515625,16.0,394.94000244140625,0.04049223654008964,16.0,0.016,0.0,0.0,0.0,False,9983.984,0.04049223654008964,9999.952517808802
2025-01-08,2025-01-10,394.3599853515625,394.94000244140625,0.0,394.739990234375,0.0,0.0,0.0,0.0,0.0,0.0,False,9983.984,0.04049223654008964,9999.976003998001
2025-01-10,2025-01-13,394.94000244140625,394.739990234375,0.0,403.30999755859375,0.0,0.0,0.0,0.0,0.0,0.0,False,9983.984,0.04049223654008964,9999.967905056403
2025-01-13,2025-01-14,394.739990234375,403.30999755859375,0.0,396.3599853515625,0.0,0.0,0.0,0.01766954791025004,7.0,0.007,False,9990.977,0.0228226886298396,10000.181618495582
2025-01-14,2025-01-15,403.30999755859375,396.3599853515625,6.0,428.2200012207031,0.0140044871378148,6.0,0.006,0.0,0.0,0.0,False,9984.971000000001,0.0368271757676544,9999.567818847809
2025-01-15,2025-01-16,396.3599853515625,428.2200012207031,0.0,413.82000732421875,0.0,0.0,0.0,0.021759465689803477,9.0,0.009000000000000001,False,9993.962000000001,0.015067710077850925,10000.414294827931
2025-01-16,2025-01-17,428.2200012207031,413.82000732421875,14.0,426.5,0.03280891793259291,14.0,0.014,0.0,0.0,0.0,False,9979.948000000002,0.04787662801044384,9999.760306553942
2025-01-17,2025-01-21,413.82000732421875,426.5,0.0,424.07000732421875,0.0,0.0,0.0,0.0,0.0,0.0,False,9979.948000000002,0.04787662801044384,10000.367381846456
2025-01-21,2025-01-22,426.5,424.07000732421875,2.0,415.1099853515625,0.004815592421987015,2.0,0.002,0.0,0.0,0.0,False,9977.946000000002,0.05269222043243085,10000.291190304712
2025-01-22,2025-01-23,424.07000732421875,415.1099853515625,8.0,412.3800048828125,0.019389887735397727,8.0,0.008,0.0,0.0,0.0,False,9969.938000000002,0.07208210816782858,9999.860002865658
2025-01-23,2025-01-24,415.1099853515625,412.3800048828125,2.0,406.5799865722656,0.004916622966622147,2.0,0.002,0.0,0.0,0.0,False,9967.936000000002,0.07699873113445073,9999.688737121196
2025-01-24,2025-01-27,412.3800048828125,406.5799865722656,5.0,397.1499938964844,0.012583410112497428,5.0,0.005,0.0,0.0,0.0,False,9962.931000000002,0.08958214124694816,9999.353305785302
2025-01-27,2025-01-28,406.5799865722656,397.1499938964844,9.0,398.0899963378906,0.022596654856004886,9.0,0.009000000000000001,0.0,0.0,0.0,False,9953.922000000002,0.11217879610295305,9998.473808187606
2025-01-28,2025-01-29,397.1499938964844,398.0899963378906,0.0,389.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,False,9953.922000000002,0.11217879610295305,9998.579256529816
2025-01-29,2025-01-30,398.0899963378906,389.1000061035156,8.0,400.2799987792969,0.01997602184317301,8.0,0.008,0.0,0.0,0.0,False,9945.914000000002,0.13215481794612605,9997.33544046945
2025-01-30,2025-01-31,389.1000061035156,400.2799987792969,0.0,404.6000061035156,0.0,0.0,0.0,0.0024728132353737226,0.9999999999999999,0.0009999999999999998,False,9946.913000000002,0.12968200471075234,9998.82211268732
2025-01-31,2025-02-03,400.2799987792969,404.6000061035156,0.0,383.67999267578125,0.0,0.0,0.0,0.03097173676920057,11.877294118894719,0.011877294118894719,False,9958.778416824778,0.09871026794155177,9998.71659183641
2025-02-03,2025-02-04,404.6000061035156,383.67999267578125,20.0,392.2099914550781,0.05096760774334024,20.0,0.02,0.0,0.0,0.0,False,9938.758416824778,0.14967787568489202,9996.186823071284
2025-02-04,2025-02-05,383.67999267578125,392.2099914550781,0.0,378.1700134277344,0.0,0.0,0.0,0.0,0.0,0.0,False,9938.758416824778,0.14967787568489202,9997.463575168164
2025-02-05,2025-02-06,392.2099914550781,378.1700134277344,14.0,374.32000732421875,0.03738246212987162,14.0,0.014,0.0,0.0,0.0,False,9924.744416824778,0.18706033781476364,9995.485027287985
2025-02-06,2025-02-07,378.1700134277344,374.32000732421875,3.0,361.6199951171875,0.008291855511622042,3.0,0.003,0.0,0.0,0.0,False,9921.741416824778,0.19535219332638568,9994.865651261513
2025-02-07,2025-02-10,374.32000732421875,361.6199951171875,12.0,350.7300109863281,0.034197253222702666,12.0,0.012,0.0,0.0,0.0,False,9909.729416824777,0.22954944654908835,9992.739086565012
2025-02-10,2025-02-11,361.6199951171875,350.7300109863281,10.0,328.5,0.0304261872108086,10.0,0.01,0.0,0.0,0.0,False,9899.719416824777,0.25997563375989696,9990.900673709562
2025-02-11,2025-02-12,350.7300109863281,328.5,22.0,336.510009765625,0.06534428355509081,22.0,0.022,0.0,0.0,0.0,False,9877.697416824776,0.32531991731498777,9984.56500966275
2025-02-12,2025-02-13,328.5,336.510009765625,0.0,355.94000244140625,0.0,0.0,0.0,0.016865206100959585,6.0,0.006,False,9883.691416824777,0.3084547112140282,9987.489514707662
2025-02-13,2025-02-14,336.510009765625,355.94000244140625,0.0,355.8399963378906,0.0,0.0,0.0,0.07310309906408265,26.0,0.026000000000000002,False,9909.665416824777,0.23535161214994554,9993.436470228018
2025-02-14,2025-02-18,355.94000244140625,355.8399963378906,0.0,354.1099853515625,0.0,0.0,0.0,0.019777758438306446,7.0,0.007,False,9916.658416824777,0.2155738537116391,9993.368216140072
2025-02-18,2025-02-19,355.8399963378906,354.1099853515625,1.0,360.55999755859375,0.002772077481259235,1.0,0.001,0.005549701890945201,2.0,0.002,False,9917.655416824777,0.21279622930195313,9993.008686465759
2025-02-19,2025-02-20,354.1099853515625,360.55999755859375,0.0,354.3999938964844,0.0,0.0,0.0,0.008469246055494817,3.0,0.003,False,9920.652416824776,0.20432698324645832,9994.324553405273
2025-02-20,2025-02-21,360.55999755859375,354.3999938964844,6.0,337.79998779296875,0.01775311342795496,6.0,0.006,0.0,0.0,0.0,False,9914.646416824777,0.22208009667441328,9993.35160173072
2025-02-21,2025-02-24,354.3999938964844,337.79998779296875,16.0,330.5299987792969,0.04838291246501731,16.0,0.016,0.0,0.0,0.0,False,9898.630416824777,0.2704630091394306,9989.992818010527
2025-02-24,2025-02-25,337.79998779296875,330.5299987792969,7.0,302.79998779296875,0.023106017276028113,7.0,0.007,0.0,0.0,0.0,False,9891.623416824777,0.29356902641545873,9988.656786767518
2025-02-25,2025-02-26,330.5299987792969,302.79998779296875,27.0,290.79998779296875,0.09280092118105375,27.0,0.027,0.0,0.0,0.0,False,9864.596416824777,0.3863699475965125,9981.58923224057
2025-02-26,2025-02-27,302.79998779296875,290.79998779296875,12.0,281.95001220703125,0.04253946614371399,12.0,0.012,0.0,0.0,0.0,False,9852.584416824777,0.4289094137402265,9977.311269104724
2025-02-27,2025-02-28,290.79998779296875,281.95001220703125,8.0,292.9800109863281,0.027291971121448395,8.0,0.008,0.0,0.0,0.0,False,9844.576416824777,0.4562013848616749,9973.202402855391
2025-02-28,2025-03-03,281.95001220703125,292.9800109863281,0.0,284.6499938964844,0.0,0.0,0.0,0.035148437434672976,10.0,0.01,False,9854.566416824777,0.4210529474270019,9977.926513987766
2025-03-03,2025-03-04,292.9800109863281,284.6499938964844,8.0,272.0400085449219,0.02939274278724382,8.0,0.008,0.0036777687792192894,1.0,0.001,False,9847.557416824777,0.4467679214350264,9974.729902934401
2025-03-04,2025-03-05,284.6499938964844,272.0400085449219,12.0,279.1000061035156,0.04297385430386657,12.0,0.012,0.0,0.0,0.0,False,9835.545416824776,0.489741775738893,9968.774773681589
2025-03-05,2025-03-06,272.0400085449219,279.1000061035156,0.0,263.45001220703125,0.0,0.0,0.0,0.0189884267179085,5.0,0.005,False,9840.540416824777,0.4707533490209845,9971.927679409784
2025-03-06,2025-03-07,279.1000061035156,263.45001220703125,15.0,262.6700134277344,0.057077332705321025,15.0,0.015,0.0,0.0,0.0,False,9825.525416824777,0.5278306817263055,9964.582416368818
2025-03-07,2025-03-10,263.45001220703125,262.6700134277344,0.0,222.14999389648438,0.0,0.0,0.0,0.0,0.0,0.0,False,9825.525416824777,0.5278306817263055,9964.170709081396
2025-03-10,2025-03-11,262.6700134277344,222.14999389648438,40.0,230.5800018310547,0.17338888749031992,40.0,0.04,0.0,0.0,0.0,False,9785.485416824777,0.7012195692166254,9941.261339846345
2025-03-11,2025-03-12,222.14999389648438,230.5800018310547,0.0,248.08999633789062,0.0,0.0,0.0,0.0,0.0,0.0,False,9785.485416824777,0.7012195692166254,9947.172626378717
2025-03-12,2025-03-13,230.5800018310547,248.08999633789062,0.0,240.67999267578125,0.0,0.0,0.0,0.06651156925854364,16.0,0.016,False,9801.469416824777,0.6347079999580818,9958.934122210007
2025-03-13,2025-03-14,248.08999633789062,240.67999267578125,7.0,249.97999572753906,0.027988246534539272,7.0,0.007,0.032018570036797304,8.0,0.008,False,9802.454416824778,0.6306776764558237,9954.245915374944
2025-03-14,2025-03-17,240.67999267578125,249.97999572753906,0.0,238.00999450683594,0.0,0.0,0.0,0.06725769661551431,16.0,0.016,False,9818.438416824778,0.5634199798403094,9959.282140978068
2025-03-17,2025-03-18,249.97999572753906,238.00999450683594,11.0,225.30999755859375,0.04879722545719027,11.0,0.011,0.0,0.0,0.0,False,9807.427416824778,0.6122172052974997,9953.141230494626
2025-03-18,2025-03-19,238.00999450683594,225.30999755859375,12.0,235.86000061035156,0.05085221303935819,12.0,0.012,0.0,0.0,0.0,False,9795.415416824777,0.6630694183368578,9944.811585851432
2025-03-19,2025-03-20,225.30999755859375,235.86000061035156,0.0,236.25999450683594,0.0,0.0,0.0,0.038112682893781356,9.0,0.009000000000000001,False,9804.406416824777,0.6249567354430765,9951.808712827824
2025-03-20,2025-03-21,235.86000061035156,236.25999450683594,0.0,248.7100067138672,0.0,0.0,0.0,0.008045516650852779,1.9999999999999998,0.0019999999999999996,False,9806.404416824776,0.6169112187922238,9952.155857987833
2025-03-21,2025-03-24,236.25999450683594,248.7100067138672,0.0,278.3900146484375,0.0,0.0,0.0,0.039532677798353844,11.0,0.011,False,9817.393416824776,0.5773785409938699,9960.993237631805
2025-03-24,2025-03-25,248.7100067138672,278.3900146484375,0.0,288.1400146484375,0.0,0.0,0.0,0.08679428061350744,24.996400834732942,0.02499640083473294,False,9842.364821258674,0.4905842603803624,9978.938580692256
2025-03-25,2025-03-26,278.3900146484375,288.1400146484375,0.0,272.05999755859375,0.0,0.0,0.0,0.03664809217886369,9.96549462877442,0.009965494628774422,False,9852.32035039282,0.45393616820149874,9983.117524547855
2025-03-26,2025-03-27,288.1400146484375,272.05999755859375,16.0,273.1300048828125,0.05855088680155237,16.0,0.016,0.0,0.0,0.0,False,9836.30435039282,0.5124870550030511,9975.731577325761
2025-03-27,2025-03-28,272.05999755859375,273.1300048828125,0.0,263.54998779296875,0.0,0.0,0.0,0.0,0.0,0.0,False,9836.30435039282,0.5124870550030511,9976.279942228182
2025-03-28,2025-03-31,273.1300048828125,263.54998779296875,9.0,259.1600036621094,0.03471022581325405,9.0,0.009000000000000001,0.0,0.0,0.0,False,9827.29535039282,0.5471972808163051,9971.509187072303
2025-03-31,2025-04-01,263.54998779296875,259.1600036621094,4.0,268.4599914550781,0.01489235315039203,4.0,0.004,0.0,0.0,0.0,False,9823.29135039282,0.5620896339666972,9968.962501990063
2025-04-01,2025-04-02,259.1600036621094,268.4599914550781,0.0,282.760009765625,0.0,0.0,0.0,0.02830669728592414,8.0,0.008,False,9831.28335039282,0.533782936680773,9974.582713013006
2025-04-02,2025-04-03,268.4599914550781,282.760009765625,0.0,267.2799987792969,0.0,0.0,0.0,0.05606828401554945,14.97843791779171,0.014978437917791711,False,9846.246809872693,0.4777146526652236,9981.325409725494
2025-04-03,2025-04-04,282.760009765625,267.2799987792969,15.0,239.42999267578125,0.06261748405275065,15.0,0.015,0.0,0.0,0.0,False,9831.231809872694,0.5403321367179743,9975.65178271509
2025-04-04,2025-04-07,267.2799987792969,239.42999267578125,27.0,233.2899932861328,0.1156779438607443,27.0,0.027,0.0,0.0,0.0,False,9804.204809872694,0.6560100805787186,9961.273298660895
2025-04-07,2025-04-08,239.42999267578125,233.2899932861328,6.0,221.86000061035156,0.02703056649577313,6.0,0.006,0.0,0.0,0.0,False,9798.198809872694,0.6830406470744917,9957.545357842859
2025-04-08,2025-04-09,233.2899932861328,221.86000061035156,11.0,272.20001220703125,0.04039126471553364,11.0,0.011,0.0,0.0,0.0,False,9787.187809872694,0.7234319117900254,9947.688414263977
2025-04-09,2025-04-10,221.86000061035156,272.20001220703125,0.0,252.39999389648438,0.0,0.0,0.0,0.19026946579760562,48.0,0.048,False,9835.139809872693,0.5331624459924198,9980.26663418016
2025-04-10,2025-04-11,272.20001220703125,252.39999389648438,19.0,252.30999755859375,0.07526655674124066,19.0,0.019,0.0,0.0,0.0,False,9816.120809872693,0.6084290027336605,9969.688286449113
2025-04-11,2025-04-14,252.39999389648438,252.30999755859375,0.0,252.35000610351562,0.0,0.0,0.0,0.0,0.0,0.0,False,9816.120809872693,0.6084290027336605,9969.633530067
2025-04-14,2025-04-15,252.30999755859375,252.35000610351562,0.0,254.11000061035156,0.0,0.0,0.0,0.0,0.0,0.0,False,9816.120809872693,0.6084290027336605,9969.657872426089
2025-04-15,2025-04-16,252.35000610351562,254.11000061035156,0.0,241.5500030517578,0.0,0.0,0.0,0.0,0.0,0.0,False,9816.120809872693,0.6084290027336605,9970.728704128698
2025-04-16,2025-04-17,254.11000061035156,241.5500030517578,12.0,241.3699951171875,0.049691358665676505,12.0,0.012,0.0,0.0,0.0,False,9804.108809872692,0.658120361399337,9963.077785177125
2025-04-17,2025-04-21,241.5500030517578,241.3699951171875,0.0,227.5,0.0,0.0,0.0,0.0,0.0,0.0,False,9804.108809872692,0.658120361399337,9962.959318290172
2025-04-21,2025-04-22,241.3699951171875,227.5,13.0,237.97000122070312,0.05460143371737476,13.0,0.013000000000000001,0.0,0.0,0.0,False,9791.095809872691,0.7127217951167119,9953.240018261744
2025-04-22,2025-04-23,227.5,237.97000122070312,0.0,250.74000549316406,0.0,0.0,0.0,0.0,0.0,0.0,False,9791.095809872691,0.7127217951167119,9960.702216326637
2025-04-23,2025-04-24,237.97000122070312,250.74000549316406,0.0,259.510009765625,0.0,0.0,0.0,0.07325152802215418,19.0,0.019,False,9810.076809872691,0.6394702670945577,9970.417588156695
2025-04-24,2025-04-25,250.74000549316406,259.510009765625,0.0,284.95001220703125,0.0,0.0,0.0,0.0421337163964666,12.0,0.012,False,9822.06480987269,0.5973365506980911,9977.079623977717
2025-04-25,2025-04-28,259.510009765625,284.95001220703125,0.0,285.8800048828125,0.0,0.0,0.0,0.12173590275567006,34.78445954396744,0.034784459543967444,False,9856.814484957114,0.4756006479424211,9992.336895393979
2025-04-28,2025-04-29,284.95001220703125,285.8800048828125,0.0,292.0299987792969,0.0,0.0,0.0,0.0,0.0,0.0,False,9856.814484957114,0.4756006479424211,9992.779200513163
2025-04-29,2025-04-30,285.8800048828125,292.0299987792969,0.0,282.1600036621094,0.0,0.0,0.0,0.0,0.0,0.0,False,9856.814484957114,0.4756006479424211,9995.704141595172
2025-04-30,2025-05-01,292.0299987792969,282.1600036621094,9.0,280.5199890136719,0.032067241555599604,9.0,0.009000000000000001,0.0,0.0,0.0,False,9847.805484957114,0.5076678894980207,9991.049058517012
2025-05-01,2025-05-02,282.1600036621094,280.5199890136719,1.0,287.2099914550781,0.0034800330058552026,1.0,0.001,0.0,0.0,0.0,False,9846.804484957114,0.5111479225038759,9990.191694562263
2025-05-02,2025-05-05,280.5199890136719,287.2099914550781,0.0,280.260009765625,0.0,0.0,0.0,0.017849500736151366,5.0,0.005,False,9851.799484957115,0.4932984217677245,9993.479720457826
2025-05-05,2025-05-06,287.2099914550781,280.260009765625,6.0,275.3500061035156,0.02177955825792083,6.0,0.006,0.0,0.0,0.0,False,9845.793484957116,0.5150779800256453,9990.14924466916
